ファイル名：	C:\TAData\菊池_貝良塚\Sn単体_2024_09_26.tad								
									
[ファイル情報]									
ファイル名：	Sn単体_2024_09_26.tad								
試料名：	Sn単体（菊池貝良塚）								
ロット番号：	1								
収集日：	2024/9/26								
収集時間：	14:41:10(+0900)								
機種名：	DTG-60								
機体番号：	C30564500399TK								
雰囲気ガス：	アルゴン								
ガス流量：	50[ml/min]								
セル：	アルミニウム								
試料量：	20.732[mg]								
試料分子量：	0								
									
									
[測定プログラム]									
[データ取込条件]									
サンプリング間隔[ sec ] ：	1								
収集開始条件：	測定開始と同時に開始								
収集終了条件：	測定終了と同時に終了								
									
									
[温度プログラム]									
加熱速度	ホールド温度	ホールド時間							
[ﾟC/min ]	[  ﾟC   ]	[  min  ]							
521	184.37	154.04	20.81						
522	184.73	154.12	20.81						
523	185.07	154.19	20.81						
524	185.43	154.26	20.81						
525	185.77	154.33	20.81						
526	186.13	154.4	20.81						
527	186.49	154.47	20.81						
528	186.86	154.54	20.81						
529	187.23	154.62	20.81						
530	187.56	154.69	20.81						
531	187.92	154.76	20.81						
532	188.25	154.84	20.81						
533	188.62	154.91	20.81						
534	188.98	154.99	20.81						
535	189.35	155.06	20.81						
536	189.72	155.14	20.81						
537	190.05	155.21	20.81						
538	190.41	155.29	20.81						
539	190.75	155.38	20.81						
540	191.1	155.46	20.81						
541	191.46	155.54	20.81						
542	191.83	155.62	20.81						
543	192.2	155.7	20.81						
544	192.52	155.78	20.81						
545	192.89	155.86	20.81						
546	193.22	155.93	20.81						
547	193.57	156	20.81						
548	193.94	156.07	20.81						
549	194.31	156.14	20.81						
550	194.68	156.21	20.81						
551	195	156.27	20.81						
552	195.37	156.33	20.81						
553	195.7	156.39	20.81						
554	196.05	156.45	20.81						
555	196.42	156.51	20.81						
556	196.78	156.57	20.81						
557	197.16	156.62	20.81						
558	197.47	156.68	20.81						
559	197.84	156.72	20.81						
560	198.18	156.77	20.81						
561	198.53	156.8	20.81						
562	198.9	156.83	20.81						
563	199.26	156.86	20.81						
564	199.63	156.89	20.81						
565	199.95	156.93	20.81						
566	200.31	156.96	20.81						
567	200.65	157.01	20.81						
568	201	157.06	20.81						
569	201.38	157.12	20.81						
570	201.73	157.18	20.81						
571	202.11	157.24	20.81						
572	202.44	157.3	20.81						
573	202.8	157.36	20.81						
574	203.14	157.43	20.81						
575	203.49	157.49	20.81						
576	203.86	157.55	20.81						
577	204.21	157.61	20.82						
578	204.59	157.66	20.82						
579	204.92	157.72	20.82						
580	205.27	157.77	20.82						
581	205.62	157.83	20.82						
582	205.96	157.88	20.82						
583	206.35	157.93	20.82						
584	206.7	157.98	20.82						
585	207.08	158.03	20.82						
586	207.41	158.09	20.82						
587	207.77	158.15	20.82						
588	208.12	158.21	20.82						
589	208.46	158.27	20.82						
590	208.84	158.32	20.82						
591	209.18	158.38	20.82						
592	209.55	158.43	20.82						
593	209.89	158.49	20.82						
594	210.23	158.53	20.82						
595	210.59	158.58	20.82						
596	210.92	158.63	20.82						
597	211.3	158.67	20.82						
598	211.65	158.71	20.82						
599	212.03	158.75	20.82						
600	212.36	158.8	20.82						
601	212.7	158.85	20.82						
602	213.07	158.9	20.82						
603	213.39	158.94	20.82						
604	213.77	158.99	20.82						
605	214.12	159.04	20.82						
606	214.49	159.08	20.82						
607	214.84	159.12	20.82						
608	215.18	159.16	20.82						
609	215.54	159.2	20.82						
610	215.87	159.23	20.82						
611	216.24	159.26	20.82						
612	216.6	159.29	20.82						
613	216.97	159.32	20.82						
614	217.31	159.35	20.82						
615	217.64	159.37	20.82						
616	218.01	159.4	20.82						
617	218.34	159.43	20.82						
618	218.72	159.46	20.82						
619	219.08	159.49	20.82						
620	219.44	159.53	20.82						
621	219.79	159.56	20.82						
622	220.12	159.6	20.82						
623	220.49	159.64	20.82						
624	220.81	159.68	20.82						
625	221.19	159.72	20.82						
626	221.55	159.76	20.82						
627	221.91	159.79	20.82						
628	222.26	159.83	20.82						
629	222.59	159.86	20.82						
630	222.95	159.89	20.82						
631	223.28	159.92	20.82						
632	223.65	159.94	20.82						
633	224.02	159.97	20.82						
634	224.37	159.99	20.82						
635	224.73	160.01	20.82						
636	225.05	160.03	20.82						
637	225.42	160.05	20.82						
638	225.75	160.07	20.82						
639	226.12	160.08	20.82						
640	226.48	160.09	20.82						
641	226.83	160.1	20.82						
642	227.19	160.1	20.82						
643	227.52	160.09	20.82						
644	227.88	160.08	20.82						
645	228.2	160.05	20.82						
646	228.56	160	20.82						
647	228.92	159.94	20.83						
648	229.25	159.84	20.83						
649	229.6	159.71	20.83						
650	229.89	159.53	20.83						
651	230.22	159.28	20.82						
652	230.51	158.95	20.82						
653	230.8	158.5	20.82						
654	231.1	157.88	20.82						
655	231.37	157.05	20.82						
656	231.65	155.97	20.82						
657	231.89	154.62	20.82						
658	232.18	152.99	20.82						
659	232.42	151.08	20.82						
660	232.67	148.91	20.83						
661	232.94	146.49	20.83						
662	233.17	143.84	20.83						
663	233.41	140.95	20.83						
664	233.6	137.81	20.82						
665	233.83	134.42	20.82						
666	234.03	130.77	20.82						
667	234.25	126.86	20.82						
668	234.49	122.7	20.82						
669	234.68	118.31	20.83						
670	234.9	113.7	20.83						
671	235.07	108.87	20.83						
672	235.28	103.86	20.83						
673	235.47	98.69	20.83						
674	235.66	93.35	20.83						
675	235.9	87.87	20.83						
676	236.08	82.26	20.83						
677	236.28	76.54	20.83						
678	236.45	70.72	20.83						
679	236.66	64.81	20.83						
680	236.86	58.84	20.83						
681	237.06	52.81	20.83						
682	237.34	46.77	20.83						
683	237.57	40.75	20.83						
684	237.86	34.83	20.83						
685	238.14	29.09	20.83						
686	238.47	23.61	20.83						
687	238.83	18.52	20.83						
688	239.22	13.92	20.83						
689	239.7	9.95	20.83						
690	240.14	6.71	20.83						
691	240.61	4.3	20.83						
692	241.07	2.76	20.83						
693	241.54	2.1	20.83						
694	242.02	2.33	20.83						
695	242.48	3.36	20.83						
696	242.99	5.1	20.83						
697	243.44	7.46	20.83						
698	243.91	10.31	20.83						
699	244.36	13.57	20.83						
700	244.81	17.14	20.83						
701	245.27	20.94	20.83						
702	245.71	24.9	20.83						
703	246.2	28.96	20.83						
704	246.63	33.09	20.83						
705	247.07	37.23	20.83						
706	247.49	41.36	20.83						
707	247.91	45.44	20.83						
708	248.35	49.46	20.83						
709	248.75	53.4	20.83						
710	249.21	57.25	20.83						
711	249.61	60.99	20.83						
712	250.03	64.63	20.83						
713	250.43	68.14	20.83			傾き	切片		時間
714	250.82	71.54	20.83			0.090863233	105.9390798		661.1532984
715	251.25	74.82	20.83			y2傾き	y2切片		融点
716	251.63	77.99	20.83			-5.706264706	3938.729338		232.94
717	252.07	81.04	20.83						
718	252.47	83.99	20.83						
719	252.87	86.83	20.83						
720	253.25	89.57	20.83						
721	253.64	92.2	20.83						
722	254.05	94.73	20.83						
723	254.42	97.17	20.83						
724	254.85	99.52	20.83						
725	255.23	101.77	20.83						
726	255.62	103.94	20.83						
727	256	106.02	20.83						
728	256.37	108.02	20.83						
729	256.77	109.94	20.83						
730	257.13	111.79	20.83						
731	257.55	113.57	20.83						
732	257.93	115.28	20.83						
733	258.3	116.92	20.83						
734	258.68	118.5	20.83						
735	259.03	120.02	20.83						
736	259.43	121.49	20.83						
737	259.78	122.9	20.83						
738	260.19	124.26	20.83						
739	260.57	125.57	20.83						
740	260.93	126.83	20.83						
741	261.3	128.05	20.83						
742	261.65	129.22	20.83						
743	262.03	130.35	20.83						
744	262.38	131.44	20.83						
745	262.78	132.49	20.83						
746	263.16	133.5	20.83						
747	263.51	134.48	20.83						
748	263.88	135.41	20.83						
749	264.23	136.32	20.83						
750	264.61	137.18	20.83						
751	264.95	138.02	20.83						
752	265.35	138.82	20.83						
753	265.72	139.6	20.83						
754	266.07	140.35	20.83						
755	266.43	141.07	20.83						
756	266.78	141.77	20.83						
757	267.15	142.45	20.83						
758	267.5	143.1	20.83						
759	267.89	143.74	20.83						
760	268.26	144.35	20.83						
761	268.6	144.95	20.83						
762	268.97	145.52	20.83						
763	269.3	146.08	20.83						
764	269.67	146.62	20.83						
765	270.02	147.14	20.83						
766	270.4	147.64	20.83						
767	270.78	148.12	20.83						
768	271.11	148.59	20.83						
769	271.48	149.04	20.83						
770	271.82	149.48	20.83						
771	272.18	149.9	20.83						
772	272.52	150.31	20.83						
773	272.9	150.7	20.83						
